x,Sample1,Sample2,Sample3,Sample4
496.975,0,1.45E-05,5.27E-06,4.27E-06
497.05,7.27E-06,2.35E-06,7.24E-06,3.69E-06
497.125,1.63E-05,1.86E-06,7.63E-06,4.08E-06
497.2,9.53E-06,8.99E-06,3.47E-06,4.87E-06
497.275,4.17E-06,6.18E-06,4.71E-06,5.64E-06
497.35,6.09E-06,7.43E-06,7.05E-06,4.18E-06
497.425,4.07E-06,1.09E-05,7.20E-06,3.78E-06
497.5,4.53E-06,7.36E-06,6.32E-06,5.54E-06
497.575,8.40E-06,5.37E-06,6.65E-06,5.94E-06
497.65,1.95E-06,1.52E-06,6.12E-06,3.41E-06
497.725,8.99E-07,8.53E-07,7.00E-06,4.63E-06
497.8,4.17E-06,4.22E-06,6.84E-06,4.30E-06
497.875,1.31E-05,3.10E-06,7.27E-06,4.93E-06
497.95,1.51E-05,3.59E-06,6.44E-06,3.66E-06
498.025,1.06E-05,6.33E-06,4.95E-06,3.57E-06
498.1,7.12E-06,8.03E-06,3.74E-06,6.11E-06
498.175,5.75E-06,6.04E-06,6.27E-06,4.67E-06
498.25,6.11E-06,7.81E-06,7.69E-06,5.28E-06
498.325,5.15E-06,7.98E-06,5.78E-06,5.96E-06
498.4,2.44E-06,7.01E-06,6.11E-06,5.45E-06
498.475,3.30E-06,3.82E-06,8.62E-06,6.24E-06
498.55,1.08E-05,3.04E-06,7.71E-06,6.08E-06
498.625,1.56E-05,5.91E-06,6.75E-06,8.37E-06
498.7,1.37E-05,7.67E-06,7.31E-06,8.86E-06
498.775,5.74E-06,6.31E-06,6.71E-06,9.17E-06
498.85,6.37E-06,2.12E-06,6.46E-06,6.90E-06
498.925,2.66E-06,5.26E-06,1.09E-05,8.44E-06
499,6.86E-06,7.07E-06,1.04E-05,8.51E-06
499.075,6.09E-06,1.36E-05,8.91E-06,8.13E-06
499.15,1.18E-06,1.84E-05,1.16E-05,6.35E-06
499.225,2.98E-06,1.37E-05,1.18E-05,7.56E-06
499.3,1.17E-05,8.01E-06,7.68E-06,9.27E-06
499.375,1.34E-05,1.06E-05,8.46E-06,9.89E-06
499.45,1.53E-05,2.11E-05,1.12E-05,1.18E-05
499.525,1.14E-05,2.37E-05,1.27E-05,1.19E-05
499.6,6.38E-06,1.84E-05,1.35E-05,1.02E-05
499.675,8.95E-06,1.37E-05,1.59E-05,1.23E-05
499.75,1.84E-05,1.15E-05,1.21E-05,1.27E-05
499.825,3.23E-05,4.03E-06,8.71E-06,1.07E-05
499.9,2.63E-05,1.21E-05,1.38E-05,1.28E-05
499.975,2.31E-05,9.69E-06,2.00E-05,1.27E-05
500.05,9.92E-06,7.89E-06,1.26E-05,1.16E-05
500.125,6.92E-06,1.21E-05,1.41E-05,1.27E-05
500.2,6.96E-06,1.99E-05,1.28E-05,1.45E-05
500.275,4.80E-06,2.17E-05,1.06E-05,1.53E-05
500.35,8.86E-06,1.90E-05,1.35E-05,1.41E-05
500.425,9.75E-06,1.72E-05,2.25E-05,1.63E-05
500.5,1.50E-05,1.90E-05,2.74E-05,1.74E-05
500.575,1.56E-05,2.11E-05,2.68E-05,1.79E-05
500.65,1.80E-05,1.71E-05,2.94E-05,1.72E-05
500.725,1.24E-05,1.13E-05,3.16E-05,1.84E-05
500.8,1.19E-05,7.80E-06,2.70E-05,2.04E-05
500.875,1.88E-05,1.47E-05,2.78E-05,2.26E-05
500.95,2.76E-05,2.60E-05,2.90E-05,2.31E-05
501.025,3.08E-05,2.35E-05,3.28E-05,2.34E-05
501.1,2.85E-05,3.11E-05,3.14E-05,2.17E-05
501.175,3.52E-05,3.86E-05,3.62E-05,2.26E-05
501.25,4.22E-05,2.51E-05,3.75E-05,2.43E-05
501.325,4.14E-05,8.39E-06,4.03E-05,2.56E-05
501.4,4.55E-05,1.83E-05,4.49E-05,2.43E-05
501.475,4.20E-05,2.74E-05,4.59E-05,2.93E-05
501.55,2.40E-05,1.46E-05,4.82E-05,2.79E-05
501.625,3.07E-05,1.21E-05,5.10E-05,2.86E-05
501.7,3.77E-05,2.17E-05,4.76E-05,3.03E-05
501.775,3.66E-05,2.24E-05,4.78E-05,3.46E-05
501.85,3.78E-05,3.00E-05,5.44E-05,3.61E-05
501.925,3.66E-05,4.05E-05,6.51E-05,4.12E-05
502,4.58E-05,4.08E-05,6.94E-05,4.47E-05
502.075,4.90E-05,2.69E-05,6.68E-05,4.71E-05
502.15,6.85E-05,3.68E-05,6.94E-05,4.75E-05
502.225,8.70E-05,8.98E-05,6.28E-05,5.25E-05
502.3,8.68E-05,9.62E-05,6.78E-05,5.63E-05
502.375,7.20E-05,6.47E-05,7.96E-05,5.82E-05
502.45,5.94E-05,6.06E-05,8.93E-05,5.44E-05
502.525,4.63E-05,5.95E-05,0.000104037,5.71E-05
502.6,6.51E-05,5.23E-05,0.000108619,6.20E-05
502.675,8.65E-05,5.00E-05,9.82E-05,6.67E-05
502.75,8.19E-05,7.99E-05,9.18E-05,7.18E-05
502.825,8.66E-05,9.27E-05,0.000109552,7.12E-05
502.9,9.65E-05,0.000117474,0.000123706,7.32E-05
502.975,8.59E-05,0.000116196,0.000131586,7.72E-05
503.05,0.00010199,0.000113592,0.000136713,7.93E-05
503.125,0.000123626,0.000101043,0.000150359,9.31E-05
503.2,0.00013945,9.21E-05,0.000155359,9.68E-05
503.275,0.000137877,0.000100788,0.000171339,0.000102342
503.35,0.000127979,0.00010752,0.000168826,0.00010598
503.425,0.000103129,0.000103559,0.000190049,0.000114066
503.5,0.000115308,0.000113182,0.000194083,0.000125947
503.575,0.000134194,0.000118916,0.000202383,0.000142021
503.65,0.00014575,0.000132672,0.000213079,0.000138707
503.725,0.000135781,0.000135416,0.000228258,0.00014141
503.8,0.000137841,0.000134349,0.00023343,0.000142151
503.875,0.000155716,0.000122235,0.000252958,0.000150054
503.95,0.000192996,0.00010732,0.00027334,0.000156834
504.025,0.000234868,0.000144519,0.000298602,0.000162393
504.1,0.000232239,0.000191573,0.000312751,0.000176549
504.175,0.000204857,0.000192008,0.000336819,0.000212108
504.25,0.000222202,0.000200957,0.000333654,0.000220801
504.325,0.000235712,0.000230411,0.000361718,0.000230492
504.4,0.000229898,0.000286556,0.000399656,0.000231639
504.475,0.000226701,0.000306939,0.000405705,0.000260886
504.55,0.000253837,0.000266698,0.000428304,0.000262872
504.625,0.00028786,0.000244369,0.000481842,0.000283649
504.7,0.000328045,0.000276355,0.000491543,0.000301586
504.775,0.000310332,0.000271945,0.000505803,0.000327056
504.85,0.000345807,0.000274851,0.000546091,0.000348686
504.925,0.000386985,0.000301054,0.000581758,0.00036701
505,0.00046296,0.000375274,0.000597766,0.000378073
505.075,0.000444538,0.000403033,0.000669197,0.000401848
505.15,0.000448064,0.000398208,0.000692017,0.000421813
505.225,0.000439657,0.000369649,0.000709871,0.000456528
505.3,0.000442454,0.000424813,0.000722266,0.000453888
505.375,0.000491395,0.000486416,0.000796238,0.000484936
505.45,0.00068101,0.000564206,0.000860239,0.000490816
505.525,0.000660276,0.000570261,0.000934202,0.000543765
505.6,0.000619779,0.000629258,0.000962693,0.000584362
505.675,0.000629996,0.000590862,0.001033105,0.000646881
505.75,0.000677515,0.000612187,0.001102856,0.00067802
505.825,0.000682574,0.000668912,0.001193219,0.000734335
505.9,0.000834177,0.000731451,0.00122338,0.000754786
505.975,0.000910752,0.000749013,0.001279354,0.000802568
506.05,0.00091698,0.000729782,0.001342759,0.000823328
506.125,0.000974204,0.000822722,0.001457857,0.000913877
506.2,0.00113034,0.000953346,0.001579728,0.000985388
506.275,0.001227051,0.000994198,0.00171897,0.001099631
506.35,0.001320109,0.001083827,0.001760486,0.001153291
506.425,0.001352234,0.001159606,0.001980657,0.001279488
506.5,0.001627489,0.001380098,0.002152757,0.001348663
506.575,0.001641713,0.001477839,0.00233719,0.001515643
506.65,0.001822336,0.001601395,0.002469931,0.001579605
506.725,0.00195573,0.00170102,0.002793431,0.001790346
506.8,0.002340628,0.001869405,0.002987981,0.001940763
506.875,0.002605461,0.001966279,0.003332004,0.002160481
506.95,0.002980594,0.002400238,0.003622804,0.002326104
507.025,0.003195033,0.00258669,0.004195613,0.002712623
507.1,0.003571848,0.002822704,0.004597556,0.002912646
507.175,0.00396427,0.003087448,0.005202734,0.003380417
507.25,0.004579021,0.003586891,0.005621252,0.003631895
507.325,0.004903168,0.00386667,0.006488935,0.004178741
507.4,0.005548594,0.004625831,0.007185029,0.004649118
507.475,0.006130211,0.005069783,0.008331415,0.00541361
507.55,0.007290455,0.005819121,0.009208911,0.005933843
507.625,0.008062963,0.00632074,0.010639997,0.006930101
507.7,0.009717814,0.007761853,0.011855765,0.007685536
507.775,0.010633158,0.008284915,0.013739,0.009075314
507.85,0.012518714,0.009491268,0.015244333,0.010131701
507.925,0.013935914,0.010572671,0.017604475,0.011795439
508,0.016253373,0.01259236,0.019637024,0.012991285
508.075,0.01799221,0.013985569,0.022844086,0.015103653
508.15,0.021549443,0.016432789,0.025333099,0.016813811
508.225,0.023744308,0.018021392,0.029223314,0.019623306
508.3,0.027248465,0.020960556,0.032254719,0.021858585
508.375,0.029958205,0.022767655,0.037085367,0.025320496
508.45,0.034774424,0.026585298,0.041041238,0.027949976
508.525,0.038574656,0.029675241,0.046756945,0.032331794
508.6,0.045261878,0.035066781,0.051273878,0.035745645
508.675,0.049415177,0.038526909,0.058255096,0.041184115
508.75,0.056527148,0.04349694,0.063557452,0.045424424
508.825,0.060529955,0.047729781,0.071509731,0.051674503
508.9,0.070041823,0.055131398,0.077581206,0.056754841
508.975,0.076581346,0.060581297,0.086963812,0.064751377
509.05,0.087009821,0.06888937,0.094358544,0.070543041
509.125,0.094101368,0.074360076,0.10481709,0.079543685
509.2,0.10599059,0.084866068,0.11222251,0.0863226
509.275,0.11338889,0.091465959,0.12388533,0.096894298
509.35,0.12838743,0.10352896,0.13292751,0.10512685
509.425,0.13726886,0.1119078,0.1451516,0.11711672
509.5,0.15203123,0.12494492,0.15365006,0.12577226
509.575,0.1615365,0.13269655,0.16683173,0.1397944
509.65,0.17959166,0.1485599,0.17537356,0.14975404
509.725,0.18895856,0.15738437,0.18902002,0.16492745
509.8,0.20692998,0.17377616,0.19811339,0.17547273
509.875,0.21748195,0.18299876,0.21202334,0.19192579
509.95,0.23449838,0.20148607,0.21986214,0.20277212
510.025,0.24351669,0.21132709,0.23280829,0.22109167
510.1,0.26401792,0.230365,0.24040902,0.23225219
510.175,0.27386169,0.23950558,0.25402333,0.24982695
510.25,0.29392163,0.25953203,0.25987037,0.2605873
510.325,0.3000975,0.26853321,0.27169185,0.27864734
510.4,0.31854708,0.28666849,0.27631602,0.28862892
510.475,0.3232668,0.2928857,0.28697628,0.30539788
510.55,0.34033468,0.31392875,0.28959536,0.314061
510.625,0.34212334,0.32010333,0.29902711,0.32984274
510.7,0.35634458,0.33660953,0.30008425,0.33551628
510.775,0.35482434,0.3382975,0.30774718,0.34828756
510.85,0.36629872,0.353866,0.30733564,0.35139112
510.925,0.35903399,0.35156697,0.31323813,0.36115127
511,0.36443829,0.36140636,0.31027768,0.35927091
511.075,0.35449326,0.35609793,0.31322049,0.36439979
511.15,0.35710489,0.36275332,0.30792314,0.35877465
511.225,0.34425689,0.35164738,0.30866719,0.36001247
511.3,0.34282789,0.35536455,0.30104346,0.35040069
511.375,0.32703244,0.34417924,0.30015002,0.3475299
511.45,0.32216076,0.34441778,0.29106266,0.33482567
511.525,0.30222885,0.32859353,0.28721944,0.3284621
511.6,0.29443392,0.3231418,0.27683527,0.31336034
511.675,0.27571113,0.30334884,0.27302221,0.30403667
511.75,0.26677322,0.2969763,0.26119673,0.28683169
511.825,0.24746393,0.27920992,0.2544648,0.2763818
511.9,0.23781965,0.27153406,0.24166883,0.25920564
511.975,0.21782325,0.2511263,0.23437734,0.24789785
512.05,0.20621768,0.24156165,0.22161944,0.23025309
512.125,0.18833022,0.22118316,0.21266084,0.21838413
512.2,0.178572,0.21192463,0.19944125,0.20131917
512.275,0.16264208,0.19346693,0.19011137,0.18927887
512.35,0.15330689,0.18314814,0.17643144,0.17308712
512.425,0.13703164,0.16577838,0.16713811,0.16182374
512.5,0.12754962,0.15592125,0.15411718,0.14723839
512.575,0.1144894,0.13995475,0.14525569,0.13686791
512.65,0.10560908,0.13132247,0.13339926,0.12376578
512.725,0.093585603,0.11805694,0.12464397,0.11427415
512.8,0.085661613,0.10966676,0.11284607,0.10290853
512.875,0.075480631,0.097559374,0.1046772,0.094719642
512.95,0.069070607,0.090231598,0.094769368,0.084688036
513.025,0.06042372,0.079862534,0.087448273,0.077348578
513.1,0.055225199,0.073796123,0.078287262,0.068572494
513.175,0.04794172,0.065307603,0.071744824,0.062392736
513.25,0.043168415,0.05951743,0.063994833,0.055326631
513.325,0.037923438,0.050783926,0.058104164,0.049921158
513.4,0.034370197,0.04623405,0.051213666,0.043698313
513.475,0.029401349,0.040659594,0.046278398,0.039313846
513.55,0.026307574,0.036531668,0.040711251,0.034358831
513.625,0.02275236,0.031247824,0.036703314,0.030803073
513.7,0.020353874,0.028455808,0.032131545,0.026896194
513.775,0.017353523,0.024975937,0.028694845,0.02391659
513.85,0.015428036,0.02285075,0.025193624,0.020716199
513.925,0.01311037,0.019551645,0.02243801,0.018558693
514,0.012100418,0.017209862,0.019396504,0.016041637
514.075,0.010244161,0.0145547,0.017376304,0.014298376
514.15,0.0089575,0.013057357,0.015070617,0.012351354
514.225,0.007805197,0.01142387,0.013236029,0.010949635
514.3,0.007209661,0.010357982,0.011505931,0.009453368
514.375,0.006042926,0.008788888,0.010314051,0.008386046
514.45,0.005595659,0.00780974,0.009029189,0.00724658
514.525,0.004762446,0.006510541,0.008005244,0.006463139
514.6,0.004167306,0.005954082,0.006898543,0.005609075
514.675,0.003605608,0.005121408,0.006209665,0.005026723
514.75,0.003285049,0.00450755,0.005460999,0.004348091
514.825,0.002852273,0.003981394,0.004980337,0.003887447
514.9,0.002674018,0.003631659,0.004355822,0.003383658
514.975,0.00238181,0.003197362,0.003892562,0.003069471
515.05,0.002329832,0.003001739,0.003540491,0.002720191
515.125,0.002002894,0.002589806,0.003292596,0.002477636
515.2,0.001797548,0.002280833,0.00297644,0.002202628
515.275,0.001621096,0.002055974,0.002757038,0.002048356
515.35,0.001521213,0.002010868,0.002430403,0.001849919
515.425,0.001328627,0.001784848,0.002229662,0.001735218
515.5,0.001207263,0.00163442,0.002095607,0.001518474
515.575,0.001067438,0.001445475,0.001989825,0.001392462
515.65,0.000945318,0.001283125,0.001814171,0.001253511
515.725,0.000886721,0.001178313,0.00171452,0.001181036
515.8,0.000922128,0.001175708,0.00153034,0.001093566
515.875,0.000836641,0.00102663,0.001421326,0.001052954
515.95,0.000728638,0.000969117,0.001312114,0.000954543
516.025,0.000681217,0.00096884,0.001285596,0.000882425
516.1,0.000651776,0.000880886,0.001208284,0.000815779
516.175,0.000630215,0.000787291,0.001138952,0.000758026
516.25,0.000580294,0.000791556,0.001055085,0.000709864
516.325,0.000514481,0.000723574,0.000998067,0.000699934
516.4,0.000550194,0.000633989,0.000942738,0.000655153
516.475,0.00051979,0.000579625,0.000897568,0.000616868
516.55,0.000447381,0.000598335,0.000807048,0.000544561
516.625,0.00045563,0.000584492,0.000762576,0.000508359
516.7,0.000462005,0.000551942,0.000712677,0.000492408
516.775,0.000458268,0.000505026,0.000692453,0.000493484
516.85,0.000428561,0.000459534,0.000650039,0.00046215
516.925,0.000350728,0.000396392,0.000663118,0.000439076
517,0.000354971,0.000382655,0.000638134,0.000406086
517.075,0.000346281,0.000355384,0.000563791,0.000386672
517.15,0.00033387,0.000319128,0.000529543,0.000344185
517.225,0.00028003,0.000289856,0.000519329,0.000346185
517.3,0.000273986,0.000290678,0.000466525,0.000310965
517.375,0.000286025,0.000310104,0.000430219,0.00029546
517.45,0.000250576,0.000334577,0.000422182,0.00027724
517.525,0.000184426,0.000315412,0.000426421,0.000265303
517.6,0.000183369,0.000245432,0.000385022,0.000262705
517.675,0.000175531,0.000195309,0.000374035,0.000249581
517.75,0.00013097,0.000185266,0.000357739,0.000228775
517.825,0.00014727,0.000207895,0.000340993,0.000217258
517.9,0.000182412,0.000225776,0.000288234,0.000201465
517.975,0.000168976,0.000206423,0.000275265,0.000184346
518.05,0.000161417,0.000173819,0.000270697,0.000165479
518.125,0.000186451,0.000142205,0.000265582,0.00016406
518.2,0.000152652,0.000152103,0.000239633,0.00015882
518.275,0.000132512,0.000159834,0.000229095,0.000156168
518.35,0.000108896,0.000152974,0.000201037,0.000158021
518.425,8.96E-05,0.000151204,0.000194168,0.000155377
518.5,0.000105819,0.000126324,0.000178269,0.000132587
518.575,0.000111248,0.000105471,0.00016791,0.000118627
518.65,0.000106017,0.00012189,0.000161341,0.00011772
518.725,9.37E-05,0.000110061,0.000162745,0.00011789
518.8,9.53E-05,8.92E-05,0.000158061,0.000107999
518.875,8.65E-05,0.000105247,0.000152451,0.000102384
518.95,7.78E-05,0.000117492,0.000144065,9.98E-05
519.025,7.57E-05,0.000100749,0.000135027,9.39E-05
519.1,8.52E-05,7.90E-05,0.000118102,8.31E-05
519.175,8.17E-05,5.87E-05,0.000105871,7.83E-05
519.25,6.41E-05,5.80E-05,0.000106079,6.95E-05
519.325,8.51E-05,5.58E-05,0.000100527,6.77E-05
519.4,6.12E-05,7.08E-05,9.65E-05,6.04E-05
519.475,3.41E-05,5.29E-05,9.83E-05,6.58E-05
519.55,3.50E-05,4.90E-05,8.65E-05,6.10E-05
519.625,4.56E-05,6.35E-05,7.23E-05,5.61E-05
519.7,5.38E-05,7.78E-05,6.38E-05,5.55E-05
519.775,3.48E-05,7.18E-05,6.73E-05,5.94E-05
519.85,3.67E-05,6.12E-05,7.08E-05,5.26E-05
519.925,3.96E-05,5.47E-05,6.92E-05,4.86E-05
520,3.19E-05,6.59E-05,7.04E-05,4.35E-05
520.075,3.13E-05,6.10E-05,6.10E-05,4.40E-05
520.15,2.09E-05,5.81E-05,4.93E-05,4.14E-05
520.225,2.07E-05,5.91E-05,4.65E-05,4.15E-05
520.3,2.68E-05,6.44E-05,4.63E-05,4.21E-05
520.375,2.51E-05,5.14E-05,4.07E-05,4.03E-05
520.45,4.13E-05,3.95E-05,4.26E-05,2.98E-05
520.525,3.52E-05,3.01E-05,4.56E-05,2.99E-05
520.6,2.88E-05,3.59E-05,4.21E-05,2.89E-05
520.675,2.08E-05,2.95E-05,3.53E-05,2.94E-05
520.75,2.30E-05,2.18E-05,3.45E-05,2.98E-05
520.825,3.73E-05,2.06E-05,3.46E-05,3.08E-05
520.9,4.32E-05,2.02E-05,3.13E-05,2.63E-05
520.975,3.07E-05,1.46E-05,3.34E-05,2.85E-05
521.05,2.60E-05,1.46E-05,2.56E-05,2.29E-05
521.125,2.49E-05,6.41E-06,2.90E-05,2.25E-05
521.2,2.31E-05,5.30E-06,2.35E-05,1.97E-05
521.275,1.86E-05,1.05E-05,1.91E-05,1.98E-05
521.35,1.90E-05,1.41E-05,1.92E-05,1.85E-05
521.425,1.59E-05,1.38E-05,2.10E-05,1.68E-05
521.5,1.16E-05,1.94E-05,2.16E-05,1.64E-05
521.575,9.57E-06,1.55E-05,1.69E-05,1.92E-05
521.65,1.24E-05,1.54E-05,1.74E-05,1.49E-05
521.725,2.03E-05,1.83E-05,1.88E-05,1.33E-05
521.8,2.09E-05,2.16E-05,1.46E-05,1.27E-05
521.875,1.80E-05,1.44E-05,1.25E-05,1.36E-05
521.95,1.20E-05,6.11E-06,1.43E-05,1.21E-05
522.025,7.70E-06,2.53E-06,1.76E-05,1.16E-05
522.1,1.97E-05,9.89E-06,1.69E-05,1.26E-05
522.175,1.26E-05,2.29E-05,1.66E-05,1.25E-05
522.25,2.13E-05,2.25E-05,1.99E-05,1.24E-05
522.325,1.69E-05,2.14E-05,1.35E-05,1.33E-05
522.4,7.16E-06,1.71E-05,1.14E-05,1.15E-05
522.475,8.01E-06,8.88E-06,1.28E-05,8.42E-06
522.55,1.35E-05,3.16E-06,1.13E-05,5.90E-06
522.625,6.82E-06,6.98E-06,1.19E-05,6.64E-06
522.7,7.99E-06,1.51E-05,8.28E-06,6.43E-06
522.775,8.53E-06,9.47E-06,7.51E-06,7.99E-06
522.85,1.05E-05,5.67E-06,5.13E-06,6.28E-06
522.925,3.70E-06,3.65E-06,6.89E-06,7.14E-06
523,1.39E-05,3.72E-06,7.87E-06,6.80E-06
523.075,2.02E-05,2.65E-06,7.27E-06,7.21E-06
523.15,8.03E-06,4.34E-06,7.13E-06,7.74E-06
523.225,1.55E-06,3.23E-06,8.49E-06,6.42E-06
523.3,6.15E-06,1.10E-05,8.62E-06,5.82E-06
523.375,8.59E-06,5.09E-06,9.05E-06,6.51E-06
523.45,5.41E-06,4.83E-06,5.92E-06,6.66E-06
523.525,6.63E-06,1.45E-05,3.56E-06,5.70E-06
523.6,1.17E-05,1.49E-05,4.11E-06,6.38E-06
523.675,9.77E-06,9.18E-06,5.11E-06,8.04E-06
523.75,3.46E-06,6.41E-06,4.06E-06,4.89E-06
523.825,6.49E-06,8.05E-06,7.15E-06,4.92E-06
523.9,7.69E-06,1.19E-05,9.06E-06,6.62E-06
