x,Sample1,Sample2,Sample3,Sample4
523.975,7.31E-06,8.67E-06,1.04E-05,7.39E-06
524.05,1.22E-05,3.16E-06,8.31E-06,5.71E-06
524.125,1.07E-05,0,5.23E-06,3.66E-06
524.2,9.35E-07,2.42E-06,4.54E-06,2.84E-06
524.275,1.71E-06,2.44E-06,6.15E-06,4.08E-06
524.35,5.23E-06,6.52E-06,3.22E-06,4.57E-06
524.425,1.04E-05,1.34E-06,4.25E-06,4.22E-06
524.5,4.38E-06,8.79E-07,3.11E-06,5.15E-06
524.575,3.64E-06,3.60E-06,3.05E-06,6.25E-06
524.65,3.22E-06,3.87E-06,4.55E-06,5.39E-06
524.725,3.38E-07,5.44E-06,4.69E-06,5.57E-06
524.8,1.59E-06,1.14E-05,3.08E-06,4.42E-06
524.875,5.28E-06,7.64E-06,2.91E-06,4.99E-06
524.95,6.58E-06,5.83E-06,4.16E-06,6.18E-06
525.025,5.95E-06,2.06E-06,4.45E-06,5.83E-06
525.1,3.48E-06,0,3.02E-06,6.11E-06
525.175,6.20E-06,4.45E-07,4.08E-06,5.73E-06
525.25,9.49E-06,2.93E-06,3.58E-06,4.85E-06
525.325,4.01E-06,4.70E-06,4.51E-06,5.31E-06
525.4,8.30E-07,1.82E-06,6.19E-06,4.02E-06
525.475,0,4.80E-06,3.42E-06,4.89E-06
525.55,0,1.58E-06,2.76E-06,5.10E-06
525.625,0,0,3.77E-06,6.48E-06
525.7,3.40E-06,8.28E-07,2.29E-06,4.64E-06
525.775,4.30E-06,6.85E-06,2.46E-06,3.61E-06
525.85,4.11E-06,1.13E-05,2.86E-06,3.85E-06
525.925,7.56E-07,6.04E-06,4.76E-06,4.64E-06
526,1.31E-06,4.47E-06,2.94E-06,3.68E-06
526.075,4.47E-06,0,2.92E-06,2.76E-06
526.15,6.27E-06,0,1.24E-06,1.57E-06
526.225,6.13E-06,0,1.28E-06,8.39E-07
526.3,6.38E-06,0,1.84E-06,2.06E-06
526.375,6.04E-06,0,2.97E-06,3.11E-06
526.45,4.72E-06,0,5.01E-06,3.00E-06
526.525,7.17E-07,0,3.06E-06,3.77E-06
526.6,0,2.88E-06,1.30E-06,2.98E-06
526.675,0,8.09E-06,6.07E-07,2.14E-06
526.75,4.08E-07,5.52E-06,1.43E-06,1.88E-06
526.825,3.38E-06,4.28E-06,1.16E-06,4.00E-06
526.9,6.17E-06,9.97E-06,1.58E-06,4.15E-06
526.975,5.87E-06,8.72E-06,2.11E-06,2.57E-06
527.05,5.87E-06,1.54E-06,1.13E-06,1.31E-06
527.125,8.74E-06,0,2.80E-06,2.21E-06
527.2,8.23E-06,1.78E-06,2.01E-06,3.40E-06
527.275,4.13E-06,8.94E-06,3.28E-06,3.06E-06
527.35,0,1.05E-05,4.01E-06,2.31E-06
527.425,3.01E-07,6.90E-06,3.96E-06,3.91E-06
527.5,2.30E-06,4.78E-06,2.45E-06,4.57E-06
527.575,4.36E-06,1.45E-07,1.25E-06,4.82E-06
527.65,6.03E-07,1.15E-08,1.67E-06,3.36E-06
527.725,3.80E-08,5.46E-07,1.75E-06,3.18E-06
527.8,5.89E-07,5.32E-06,1.68E-06,2.52E-06
527.875,0,2.51E-06,1.76E-06,3.11E-06
527.95,1.07E-06,2.99E-07,1.61E-06,2.15E-06
528.025,0,0,1.42E-06,2.06E-06
528.1,0,2.50E-06,1.83E-06,2.33E-06
528.175,0,4.08E-06,3.71E-06,1.94E-06
528.25,0,1.41E-06,2.63E-06,2.59E-06
528.325,8.40E-07,0,3.29E-06,3.90E-06
528.4,3.95E-06,8.51E-07,2.97E-06,2.33E-06
528.475,6.05E-06,1.40E-06,1.74E-06,1.02E-06
528.55,3.31E-06,3.57E-06,1.16E-06,1.56E-06
528.625,4.04E-07,2.77E-06,1.79E-06,3.33E-06
528.7,1.65E-06,4.45E-06,1.54E-06,3.42E-06
528.775,3.89E-06,1.28E-06,1.67E-06,2.94E-06
528.85,1.33E-06,0,4.65E-07,3.01E-06
528.925,0,0,1.52E-07,5.98E-06
529,3.62E-06,4.12E-07,1.73E-06,4.31E-06
529.075,3.01E-06,0,3.43E-06,3.39E-06
529.15,3.06E-06,0,3.22E-06,4.02E-06
529.225,4.26E-06,0,2.37E-06,4.14E-06
529.3,2.20E-06,0,3.46E-06,2.01E-06
529.375,3.45E-06,2.00E-06,1.57E-06,1.93E-06
529.45,1.79E-06,1.01E-05,1.73E-06,2.39E-06
529.525,0,4.58E-06,3.51E-06,3.40E-06
529.6,3.26E-06,2.19E-07,2.77E-06,1.97E-06
529.675,3.20E-06,0,2.36E-06,2.63E-06
529.75,2.82E-06,2.70E-06,2.82E-06,3.86E-06
529.825,4.62E-06,3.95E-06,2.50E-06,3.59E-06
529.9,6.24E-07,2.68E-06,1.34E-06,3.22E-06
529.975,0,4.76E-06,2.55E-06,4.86E-06
530.05,0,1.89E-06,1.92E-06,2.01E-06
530.125,0,6.61E-07,1.07E-06,5.37E-07
530.2,3.03E-07,7.41E-06,1.22E-06,1.15E-06
530.275,2.37E-06,1.36E-05,1.72E-06,2.70E-06
530.35,4.33E-06,1.06E-05,1.78E-06,3.42E-06
530.425,3.75E-07,5.00E-06,2.74E-06,3.22E-06
530.5,0,8.35E-06,2.23E-06,3.55E-06
530.575,8.87E-07,3.97E-06,3.11E-06,3.63E-06
530.65,3.18E-06,0,1.36E-06,2.39E-06
530.725,2.80E-06,0,1.30E-06,2.04E-06
530.8,2.65E-06,0,1.29E-06,1.28E-06
530.875,5.37E-06,2.63E-06,2.11E-06,1.67E-06
530.95,6.66E-06,3.94E-06,3.02E-06,2.38E-06
531.025,5.51E-06,1.43E-06,8.87E-07,1.56E-06
531.1,5.97E-06,0,0,1.25E-06
531.175,5.97E-06,0,4.36E-08,1.68E-06
531.25,2.55E-06,5.85E-07,3.31E-08,2.02E-06
531.325,3.69E-07,3.36E-06,1.11E-06,2.98E-06
531.4,0,7.09E-06,1.24E-06,2.53E-06
531.475,0,8.98E-06,2.58E-07,1.18E-06
531.55,1.38E-06,1.08E-05,0,6.20E-07
531.625,3.68E-06,2.63E-06,2.19E-07,5.62E-07
531.7,2.15E-06,2.64E-08,1.69E-06,1.61E-07
531.775,3.81E-06,0,8.28E-07,1.16E-06
531.85,2.87E-06,1.97E-07,8.25E-08,2.11E-06
531.925,2.97E-06,3.08E-06,0,3.68E-06
532,3.30E-06,4.35E-06,3.89E-07,2.85E-06
532.075,1.01E-06,8.20E-07,6.84E-07,2.31E-06
532.15,0,0,3.56E-07,1.73E-06
532.225,0,0,1.19E-06,1.66E-06
532.3,5.83E-07,0,1.82E-06,1.58E-06
532.375,3.18E-06,4.84E-07,9.74E-07,1.64E-06
532.45,3.24E-06,3.35E-06,5.08E-08,1.53E-06
532.525,1.71E-07,4.16E-06,0,1.78E-06
532.6,0,3.87E-07,0,1.86E-06
532.675,1.41E-06,0,2.58E-07,4.26E-06
532.75,3.50E-06,0,1.98E-07,3.12E-06
532.825,1.96E-06,0,1.65E-06,1.87E-06
532.9,4.14E-07,0,8.57E-07,8.73E-07
532.975,3.04E-06,0,2.95E-07,7.05E-07
533.05,3.68E-06,0,3.95E-08,2.07E-06
533.125,4.43E-07,0,1.13E-06,2.98E-06
533.2,1.21E-06,1.70E-06,2.27E-06,1.72E-06
533.275,5.19E-06,4.55E-06,1.08E-06,7.84E-07
533.35,1.58E-06,1.74E-06,2.41E-06,1.75E-06
533.425,3.93E-07,0,1.11E-06,2.41E-06
533.5,3.33E-06,0,9.95E-08,2.81E-06
533.575,3.26E-06,0,5.35E-07,2.27E-06
533.65,1.97E-06,5.33E-06,1.10E-06,1.34E-06
533.725,1.54E-06,7.95E-06,1.09E-06,2.29E-06
533.8,5.41E-06,2.70E-06,1.12E-06,1.80E-06
533.875,2.35E-06,0,1.08E-06,1.71E-06
533.95,3.39E-06,0,7.62E-07,3.18E-06
534.025,6.02E-06,0,2.48E-06,2.79E-06
534.1,2.86E-06,0,2.80E-06,2.02E-06
534.175,5.47E-07,0,2.52E-06,1.96E-06
534.25,1.94E-06,0,2.81E-06,1.34E-06
534.325,3.46E-06,0,5.99E-07,1.92E-06
534.4,1.47E-06,0,3.66E-07,2.50E-06
534.475,0,0,1.87E-06,2.13E-06
534.55,0,0,2.26E-06,2.26E-06
534.625,0,1.90E-08,2.28E-06,2.59E-06
534.7,0,3.14E-06,2.27E-06,3.00E-06
534.775,0,4.41E-06,1.51E-06,3.21E-06
534.85,0,1.04E-05,4.59E-07,2.24E-06
534.925,6.45E-07,1.72E-05,1.51E-06,2.91E-06
535,4.76E-06,4.39E-06,1.17E-06,1.56E-06
535.075,2.78E-06,1.73E-07,1.22E-06,9.54E-07
535.15,7.04E-06,0,1.82E-06,3.97E-07
535.225,8.88E-06,2.50E-07,1.64E-06,1.34E-06
535.3,6.54E-06,2.81E-06,1.22E-06,1.87E-06
535.375,4.11E-06,7.20E-06,6.55E-07,1.71E-06
535.45,8.14E-07,4.77E-06,6.40E-07,1.55E-06
535.525,1.11E-06,1.69E-06,1.71E-06,1.45E-06
535.6,3.36E-06,0,7.55E-07,1.01E-06
535.675,2.40E-06,0,6.41E-07,1.90E-06
535.75,0,0,1.19E-06,2.53E-06
535.825,0,0,1.79E-06,3.29E-06
535.9,0,0,2.29E-06,2.11E-06
535.975,0,0,2.23E-06,1.26E-06
536.05,0,0,9.76E-07,1.59E-06
536.125,0,0,2.63E-06,2.79E-06
536.2,3.89E-06,0,1.78E-06,1.61E-06
536.275,2.56E-06,0,2.50E-06,5.22E-07
536.35,4.20E-07,0,1.94E-06,9.87E-07
536.425,2.24E-06,0,2.01E-06,1.58E-06
536.5,3.41E-06,0,8.37E-07,1.47E-06
536.575,1.22E-06,0,5.92E-08,2.21E-06
536.65,1.06E-06,0,3.15E-07,2.75E-06
536.725,3.52E-06,9.91E-07,1.47E-06,3.27E-06
536.8,6.09E-06,3.65E-06,1.19E-06,3.69E-06
536.875,3.49E-06,6.98E-06,1.82E-06,2.39E-06
536.95,5.43E-06,3.52E-06,2.90E-06,1.40E-06
537.025,1.24E-05,8.53E-07,1.63E-06,1.35E-06
537.1,9.21E-06,0,4.42E-07,1.53E-06
537.175,3.21E-06,1.31E-06,1.13E-06,2.19E-06
537.25,3.91E-06,4.40E-06,1.42E-06,1.48E-06
537.325,2.09E-06,6.94E-06,1.53E-06,8.30E-07
537.4,3.69E-08,2.93E-06,5.75E-07,5.97E-07
537.475,2.66E-06,4.64E-07,1.02E-06,1.51E-06
537.55,3.26E-06,0,7.79E-07,1.86E-06
537.625,2.48E-06,0,4.29E-07,2.24E-06
537.7,3.89E-06,0,1.12E-06,1.73E-06
537.775,1.45E-06,1.28E-06,1.85E-06,7.72E-07
537.85,0,3.87E-06,1.48E-06,3.82E-07
537.925,0,2.85E-06,5.32E-07,4.58E-07
538,0,1.16E-07,6.43E-07,1.08E-06
538.075,0,2.80E-06,1.16E-06,1.86E-06
538.15,0,4.41E-06,7.01E-07,1.43E-06
538.225,0,9.48E-07,1.98E-07,1.24E-06
538.3,0,0,0,1.11E-06
538.375,0,0,7.12E-08,1.28E-06
538.45,0,0,7.49E-07,1.80E-06
538.525,2.24E-07,0,6.29E-07,2.26E-06
538.6,2.58E-06,0,1.11E-06,2.49E-06
538.675,4.00E-06,0,1.94E-06,2.15E-06
538.75,1.08E-06,9.55E-08,1.15E-06,1.20E-06
538.825,4.27E-08,0,1.13E-06,9.55E-07
538.9,1.05E-06,0,1.64E-06,8.72E-07
538.975,1.02E-06,0,3.48E-06,1.46E-06
539.05,5.77E-06,0,3.22E-06,7.74E-07
539.125,5.86E-06,0,1.97E-06,8.04E-07
539.2,3.85E-06,0,1.67E-06,8.76E-07
539.275,2.05E-07,0,1.97E-06,1.51E-06
539.35,0,0,1.40E-06,2.65E-06
539.425,1.05E-06,0,7.47E-07,2.86E-06
539.5,3.41E-06,0,4.22E-07,1.47E-06
539.575,2.40E-06,4.27E-07,3.58E-06,2.00E-06
539.65,0,3.86E-06,3.85E-06,2.13E-06
539.725,0,4.05E-06,2.98E-06,1.32E-06
539.8,0,5.23E-07,2.26E-06,6.95E-07
539.875,0,0,3.17E-07,1.14E-06
539.95,1.29E-09,0,6.93E-08,2.13E-06
540.025,0,0,1.00E-06,1.90E-06
540.1,0,0,1.16E-06,1.06E-06
540.175,0,0,2.56E-06,1.69E-06
540.25,0,0,2.39E-06,2.18E-06
540.325,0,0,2.29E-06,3.25E-06
540.4,0,0,1.61E-06,2.27E-06
540.475,0,0,2.60E-07,7.01E-07
540.55,0,1.25E-06,0,9.64E-07
540.625,0,4.05E-06,3.49E-08,1.20E-06
540.7,2.42E-07,3.51E-06,7.01E-07,4.58E-07
540.775,2.71E-06,7.24E-06,5.19E-07,3.65E-07
540.85,3.56E-06,8.66E-06,8.61E-08,6.18E-07
540.925,2.47E-06,1.02E-06,1.62E-08,8.49E-07
541,3.59E-06,5.84E-07,1.29E-07,1.31E-06
541.075,1.39E-06,0,1.39E-06,1.77E-06
541.15,2.24E-07,0,1.91E-06,1.57E-06
541.225,4.03E-07,0,2.35E-06,1.73E-06
541.3,3.29E-06,0,2.37E-06,2.21E-06
541.375,3.54E-06,3.10E-07,2.30E-06,1.52E-06
541.45,4.10E-07,2.54E-06,1.49E-06,6.33E-07
541.525,1.46E-06,7.39E-06,4.96E-07,1.85E-06
541.6,3.97E-06,4.58E-06,1.11E-06,3.10E-06
541.675,2.40E-06,1.82E-06,1.80E-06,2.39E-06
541.75,3.33E-06,0,6.82E-07,2.09E-06
541.825,2.58E-06,0,4.57E-08,1.31E-06
541.9,0,0,1.13E-06,6.03E-07
541.975,8.91E-08,0,1.23E-06,6.67E-07
542.05,1.61E-06,0,9.42E-07,1.07E-06
542.125,4.60E-06,0,1.45E-06,1.84E-06
542.2,9.76E-07,0,8.93E-07,2.24E-06
542.275,7.47E-07,0,1.59E-06,2.63E-06
542.35,3.29E-06,0,2.34E-06,2.29E-06
542.425,2.84E-06,0,2.26E-06,2.86E-06
542.5,1.19E-07,0,1.88E-06,1.35E-06
542.575,1.87E-06,0,1.59E-06,6.65E-07
542.65,4.38E-06,0,1.85E-06,1.17E-06
542.725,8.96E-07,0,3.90E-07,1.86E-06
542.8,8.23E-07,1.19E-06,1.25E-06,5.20E-07
542.875,3.48E-06,1.47E-06,1.73E-06,7.41E-07
542.95,2.58E-06,3.04E-06,1.58E-06,1.08E-06
543.025,2.69E-06,3.37E-06,5.96E-07,1.71E-06
543.1,3.36E-06,3.90E-06,8.65E-08,2.24E-06
543.175,8.26E-07,8.15E-07,3.17E-07,2.94E-06
543.25,0,0,8.34E-07,1.79E-06
543.325,0,0,3.96E-07,2.15E-06
543.4,1.99E-07,0,6.44E-07,1.86E-06
543.475,0,6.24E-07,5.45E-07,1.95E-06
543.55,0,3.52E-06,5.40E-07,1.65E-06
543.625,0,3.85E-06,6.34E-07,2.48E-06
543.7,0,2.07E-07,3.83E-07,3.02E-06
543.775,0,0,6.78E-07,2.11E-06
543.85,0,0,7.74E-07,1.46E-06
543.925,0,5.12E-07,2.32E-06,3.14E-06
544,4.81E-07,4.84E-06,1.09E-06,3.07E-06
544.075,3.21E-06,3.03E-06,3.60E-08,1.45E-06
544.15,3.44E-06,3.75E-07,0,6.46E-07
544.225,3.11E-07,0,3.79E-07,1.41E-06
544.3,1.74E-06,0,9.89E-08,1.97E-06
544.375,3.47E-06,0,1.01E-06,2.85E-06
544.45,2.31E-06,0,2.57E-06,1.25E-06
544.525,4.66E-06,0,1.37E-06,1.07E-06
544.6,6.05E-06,0,2.13E-07,1.25E-06
544.675,6.27E-06,0,1.02E-06,9.11E-07
544.75,3.81E-06,0,6.48E-07,1.27E-06
544.825,5.41E-07,0,3.86E-07,1.57E-06
544.9,1.53E-06,0,1.25E-06,1.42E-06
544.975,1.85E-06,0,1.82E-06,2.38E-06
545.05,1.91E-06,0,1.47E-06,2.09E-06
545.125,0,0,1.02E-06,2.89E-06
545.2,0,0,1.12E-06,2.16E-06
545.275,0,0,1.07E-06,8.06E-07
545.35,0,0,7.16E-07,5.90E-07
545.425,0,0,5.05E-07,7.35E-07
545.5,0,0,6.62E-07,8.79E-07
545.575,0,7.59E-07,3.63E-07,2.34E-06
545.65,1.70E-07,5.76E-06,8.05E-07,1.55E-06
545.725,0,6.47E-06,4.53E-07,8.29E-07
545.8,0,3.73E-06,5.82E-08,5.87E-07
545.875,0,0,3.32E-08,6.38E-07
545.95,0,0,3.49E-07,5.62E-07
546.025,1.41E-06,0,1.17E-06,7.08E-07
546.1,3.53E-06,0,1.16E-06,7.25E-07
546.175,1.93E-06,0,9.51E-07,1.53E-06
546.25,8.06E-07,0,4.69E-07,8.59E-07
546.325,9.22E-06,0,1.49E-06,2.36E-06
546.4,1.05E-05,0,2.94E-06,2.03E-06
546.475,1.54E-06,0,3.63E-06,1.61E-06
546.55,0,0,9.20E-07,1.80E-06
546.625,0,0,3.62E-07,2.51E-06
546.7,0,0,1.27E-06,1.04E-06
546.775,6.88E-08,0,1.72E-06,3.36E-07
546.85,3.27E-06,0,1.63E-06,5.13E-07
546.925,3.04E-06,0,1.65E-06,1.30E-06
547,6.04E-07,0,1.01E-06,1.55E-06
547.075,0,0,6.24E-07,1.05E-06
547.15,9.10E-10,0,9.84E-07,7.47E-07
547.225,1.31E-07,1.37E-06,1.49E-06,1.33E-06
547.3,4.80E-06,4.85E-06,3.35E-07,1.22E-06
547.375,5.72E-06,4.12E-06,5.09E-08,1.53E-06
547.45,3.40E-06,3.47E-06,1.15E-06,5.15E-07
547.525,1.51E-07,0,1.22E-06,6.44E-07
547.6,0,0,6.15E-07,9.35E-07
547.675,1.57E-06,0,1.08E-06,7.00E-07
547.75,3.43E-06,0,1.42E-06,2.15E-07
547.825,1.87E-06,0,1.08E-06,5.42E-07
547.9,0,2.67E-07,1.08E-06,6.92E-07
547.975,0,4.02E-06,4.71E-07,9.62E-07
548.05,0,6.84E-06,5.50E-09,5.09E-07
548.125,0,4.33E-06,4.38E-07,4.37E-07
548.2,0,9.95E-07,3.19E-07,2.41E-07
548.275,8.92E-07,0,4.02E-07,1.19E-06
548.35,4.31E-06,0,1.15E-06,2.74E-06
548.425,1.92E-06,0,1.01E-06,2.05E-06
548.5,1.08E-07,0,1.86E-06,1.54E-06
548.575,0,0,1.05E-06,1.24E-06
548.65,0,1.98E-07,1.80E-07,9.39E-07
548.725,1.88E-06,2.25E-06,3.27E-07,1.30E-06
548.8,3.48E-06,5.64E-06,9.78E-08,1.91E-06
548.875,2.55E-06,8.73E-07,1.99E-07,2.06E-06
548.95,4.28E-06,1.21E-08,0,1.29E-06
549.025,5.60E-06,0,1.24E-07,1.54E-06
549.1,2.83E-06,3.47E-07,6.10E-07,1.47E-06
549.175,2.57E-06,0,1.73E-06,9.70E-07
549.25,3.27E-06,1.30E-07,2.17E-06,6.47E-07
549.325,1.03E-06,1.81E-06,2.24E-06,1.12E-06
549.4,0,5.88E-06,1.08E-06,1.67E-06
549.475,0,1.37E-06,2.09E-07,2.49E-06
549.55,0,7.11E-08,3.70E-08,1.47E-06
549.625,0,0,6.75E-07,2.27E-06
549.7,0,0,5.41E-07,2.31E-06
549.775,0,0,5.33E-07,2.26E-06
549.85,0,0,1.04E-06,1.91E-06
549.925,0,0,1.36E-06,1.53E-06
550,1.79E-06,0,1.90E-06,1.55E-06
550.075,3.68E-06,1.05E-06,6.52E-07,2.54E-06
550.15,4.56E-06,3.70E-06,7.37E-07,1.93E-06
550.225,3.00E-06,6.98E-06,4.91E-07,2.72E-06
550.3,3.09E-06,3.46E-06,9.57E-08,2.60E-06
550.375,7.81E-07,8.00E-07,3.71E-07,1.95E-06
550.45,0,0,6.65E-07,1.87E-06
550.525,0,1.48E-06,1.79E-07,2.20E-06
550.6,6.17E-07,4.74E-06,0,1.44E-06
550.675,3.77E-06,6.99E-06,1.38E-07,1.32E-06
550.75,2.79E-06,3.00E-06,2.81E-07,9.30E-07
550.825,2.94E-06,3.45E-07,5.83E-07,1.69E-06
550.9,3.21E-06,0,0,1.80E-06
550.975,9.56E-07,0,3.64E-07,1.74E-06
551.05,0,0,1.12E-06,1.23E-06
551.125,0,0,1.76E-06,1.88E-06
551.2,0,0,6.49E-07,2.47E-06
551.275,0,0,8.49E-07,1.49E-06
551.35,0,8.89E-08,1.98E-06,1.03E-06
551.425,5.24E-08,2.91E-06,1.94E-06,6.67E-07
551.5,1.64E-06,6.63E-06,2.68E-07,5.85E-07
551.575,4.33E-06,5.09E-06,3.21E-07,1.08E-06
551.65,1.04E-06,1.47E-06,6.42E-07,1.30E-06
551.725,0,0,1.93E-06,9.23E-07
551.8,0,0,7.53E-07,9.99E-07
551.875,0,0,7.70E-07,9.17E-07
551.95,0,3.28E-06,5.03E-08,1.28E-06
552.025,0,3.69E-06,4.66E-07,1.00E-06
552.1,0,1.02E-06,6.76E-07,5.38E-07
552.175,0,0,7.18E-07,9.20E-07
552.25,0,0,1.35E-06,5.90E-07
552.325,0,0,7.09E-07,5.03E-07
552.4,0,0,0,1.07E-06
552.475,0,0,6.53E-08,9.76E-07
552.55,0,0,9.26E-07,3.31E-07
552.625,0,0,1.41E-06,1.77E-06
552.7,0,0,7.69E-07,2.60E-06
552.775,0,0,1.64E-06,2.33E-06
552.85,1.14E-06,0,6.24E-07,1.89E-06
552.925,5.99E-06,0,4.22E-08,1.32E-06
553,8.67E-06,0,1.29E-06,4.79E-07
553.075,3.92E-06,3.13E-06,2.16E-06,4.47E-08
553.15,0,3.88E-06,1.61E-06,5.61E-07
553.225,0,2.67E-06,9.01E-07,1.15E-06
553.3,0,5.14E-06,1.43E-06,1.63E-06
553.375,3.52E-07,1.32E-06,1.49E-06,2.22E-06
553.45,4.00E-06,0,1.73E-07,1.84E-06
553.525,2.68E-06,0,7.94E-07,2.19E-06
553.6,3.71E-07,0,7.73E-07,1.50E-06
553.675,0,0,8.10E-07,1.07E-06
553.75,0,2.20E-06,3.43E-07,7.73E-07
553.825,0,6.05E-06,1.20E-06,1.54E-06
553.9,0,5.57E-06,1.33E-06,1.09E-06
553.975,0,2.17E-06,1.86E-06,5.36E-07
554.05,0,6.04E-07,2.32E-06,1.67E-06
554.125,0,3.61E-06,1.94E-06,1.72E-06
554.2,0,3.98E-06,2.16E-06,1.42E-06
554.275,0,2.73E-07,2.51E-06,1.74E-06
554.35,0,1.84E-06,9.65E-07,6.50E-07
554.425,0,2.37E-06,4.47E-07,6.24E-07
554.5,0,7.20E-06,7.47E-07,4.85E-07
554.575,0,6.12E-06,1.27E-06,4.46E-07
554.65,0,3.00E-06,1.28E-06,1.17E-06
554.725,0,0,2.79E-06,1.34E-06
554.8,0,0,2.77E-06,1.53E-06
554.875,0,0,6.52E-07,2.10E-06
554.95,0,0,8.76E-07,1.67E-06
555.025,0,0,1.77E-07,9.08E-07
555.1,0,0,2.84E-07,1.15E-06
555.175,0,4.28E-06,1.25E-06,8.44E-07
555.25,0,3.15E-06,1.05E-06,9.21E-07
555.325,0,5.65E-07,6.27E-09,1.57E-06
555.4,1.82E-06,0,0,1.75E-06
555.475,3.63E-06,0,5.51E-07,1.92E-06
555.55,1.42E-06,0,1.45E-06,1.85E-06
555.625,0,0,5.75E-07,1.88E-06
555.7,0,7.96E-07,0,1.43E-06
555.775,2.81E-07,3.48E-06,6.98E-07,1.44E-06
555.85,2.62E-06,3.84E-06,1.07E-06,8.69E-07
555.925,4.24E-06,2.19E-07,8.68E-07,6.98E-07
556,5.36E-07,4.15E-06,6.48E-07,5.97E-07
556.075,0,0,1.78E-06,1.39E-06
556.15,0,0,4.37E-07,1.24E-06
556.225,0,0,2.02E-07,1.38E-06
556.3,3.21E-07,0,9.70E-07,2.76E-06
556.375,2.88E-06,0,1.16E-06,2.50E-06
556.45,6.19E-06,0,3.05E-07,9.54E-07
556.525,4.03E-06,2.38E-06,1.19E-06,1.29E-06
556.6,1.13E-06,3.97E-06,6.98E-07,8.94E-07
556.675,0,1.64E-06,2.40E-07,1.20E-06
556.75,0,0,0,8.69E-07
556.825,0,0,3.58E-08,1.27E-06
556.9,1.08E-07,0,6.21E-07,2.15E-06
556.975,2.39E-06,2.14E-07,5.90E-07,2.77E-06
557.05,3.82E-06,2.49E-06,1.18E-07,1.84E-06
557.125,8.12E-07,4.88E-06,2.71E-07,1.24E-06
557.2,0,8.20E-07,8.77E-07,1.68E-06
557.275,0,0,2.18E-07,1.09E-06
557.35,0,1.63E-06,6.12E-09,1.51E-06
557.425,0,5.55E-06,0,1.40E-06
557.5,0,1.04E-05,0,8.13E-07
557.575,2.20E-06,4.44E-06,0,2.16E-06
557.65,3.65E-06,3.74E-07,0,2.54E-06
557.725,1.26E-06,0,0,1.55E-06
557.8,0,0,4.86E-07,1.17E-06
557.875,0,6.73E-07,2.24E-06,1.81E-06
557.95,0,4.38E-06,1.97E-06,3.01E-06
558.025,0,3.35E-06,6.25E-07,1.91E-06
558.1,0,3.08E-07,6.04E-07,1.00E-06
558.175,0,0,1.67E-06,1.66E-06
558.25,0,0,8.29E-07,1.22E-06
558.325,4.51E-07,0,1.01E-06,1.52E-06
558.4,5.36E-06,0,6.68E-07,1.17E-06
558.475,5.43E-06,0,3.84E-07,1.30E-06
558.55,3.10E-06,0,0,1.46E-06
558.625,0,0,0,2.90E-06
558.7,2.06E-06,0,0,2.25E-06
558.775,3.57E-06,0,0,6.27E-07
558.85,1.25E-06,0,5.09E-07,3.97E-07
558.925,0,0,1.55E-06,7.15E-07
559,0,0,1.41E-06,3.14E-07
559.075,2.65E-07,4.26E-06,4.25E-07,1.47E-07
559.15,2.89E-06,3.66E-06,1.94E-08,6.08E-07
559.225,3.74E-06,6.30E-06,0,3.30E-07
559.3,5.78E-07,9.10E-06,0,2.77E-07
559.375,0,1.19E-06,0,6.14E-07
559.45,1.45E-06,0,3.05E-07,5.72E-07
559.525,0,0,1.74E-06,2.02E-07
559.6,0,0,1.51E-06,3.17E-07
559.675,0,0,5.59E-07,6.89E-07
559.75,0,3.19E-06,4.74E-08,8.87E-07
559.825,0,3.81E-06,0,1.50E-06
559.9,0,9.94E-07,0,8.74E-07
559.975,0,0,0,3.37E-07
560.05,0,0,0,5.10E-07
560.125,0,0,0,4.38E-07
560.2,0,0,0,4.01E-07